project_id,department_id,project_name,client_name,start_date,end_date,status
PRJ-0277,DPT-003,Function-based maximized migration,Mcguire Group,2022-05-26,,Active
PRJ-0278,DPT-001,Reactive multimedia superstructure,Smith Ltd,2022-09-30,2023-07-18,Completed
PRJ-0279,DPT-001,Triple-buffered responsive secured line,Thompson Inc,2021-12-13,,Active
PRJ-0280,DPT-002,Balanced responsive data-warehouse,Henry PLC,2019-01-10,2022-12-22,Completed
PRJ-0281,DPT-002,User-centric interactive capacity,Hanna and Sons,2020-10-13,,Active
PRJ-0282,DPT-001,Managed multi-tasking moratorium,Miller Ltd,2018-12-28,,On Hold
PRJ-0283,DPT-005,Down-sized user-facing intranet,Barnes-Andrade,2018-10-24,2023-06-14,Completed
PRJ-0284,DPT-003,Assimilated local middleware,Collins-Baker,2021-12-25,,On Hold
PRJ-0285,DPT-004,Optional zero tolerance standardization,Brown Ltd,2019-03-08,2022-02-12,Completed
PRJ-0286,DPT-006,Robust leadingedge installation,Crawford-White,2020-03-08,,Active
PRJ-0287,DPT-002,Innovative grid-enabled moratorium,Salinas-Alexander,2021-01-01,,Active
PRJ-0288,DPT-007,Cross-group radical infrastructure,King PLC,2018-02-25,2018-09-20,Completed
PRJ-0289,DPT-001,Switchable tertiary firmware,Schwartz PLC,2018-03-08,2021-01-10,Completed
PRJ-0290,DPT-005,Innovative secondary framework,Chase-Henderson,2021-03-08,,Active
PRJ-0291,DPT-007,Digitized bifurcated instruction set,Sanchez-Berger,2021-11-20,,Active
PRJ-0292,DPT-003,Vision-oriented user-facing data-warehouse,"Cherry, Leon and Chambers",2021-11-22,2023-10-22,Completed
PRJ-0293,DPT-001,Open-architected human-resource synergy,Tucker-Miles,2020-03-08,,Active
PRJ-0294,DPT-005,Stand-alone exuding contingency,Coffey and Sons,2018-11-19,,Active
PRJ-0295,DPT-005,Visionary fresh-thinking matrices,"Wheeler, Smith and Morse",2020-12-14,2023-04-28,Completed
PRJ-0296,DPT-004,Cloned bi-directional capacity,Wood-Brown,2022-01-08,,Active
PRJ-0297,DPT-002,Organic neutral emulation,Walker-Williams,2021-08-02,2023-10-05,Completed
PRJ-0298,DPT-007,Business-focused bi-directional open system,Braun Group,2019-01-08,,Active
PRJ-0299,DPT-007,Virtual zero-defect instruction set,Jackson-Gates,2019-12-13,2021-06-21,Completed
PRJ-0300,DPT-002,Enterprise-wide intangible ability,Murray Ltd,2021-10-22,,Active
PRJ-0301,DPT-005,Enhanced intangible Graphical User Interface,Wagner-Massey,2019-09-26,,Active
PRJ-0302,DPT-002,De-engineered intermediate attitude,Rogers LLC,2019-03-01,,Active
PRJ-0303,DPT-005,Organized 24hour artificial intelligence,"Archer, Arellano and Pierce",2019-10-27,2020-09-05,Completed
PRJ-0304,DPT-001,Stand-alone zero-defect capacity,"Burton, Brown and Martin",2019-11-24,,Active
PRJ-0305,DPT-003,Balanced even-keeled success,Ruiz-Parker,2021-11-08,2022-04-02,Completed
PRJ-0306,DPT-007,Quality-focused zero administration structure,Robinson-Wilson,2018-08-29,,Active
PRJ-0307,DPT-006,Mandatory impactful frame,"Hunter, Morris and Perry",2022-09-23,2023-09-15,Completed
PRJ-0308,DPT-002,Mandatory content-based software,Frank LLC,2022-08-14,2023-02-13,Completed
PRJ-0309,DPT-001,Front-line homogeneous forecast,"Hernandez, Cooper and Hoover",2022-12-29,,Active
PRJ-0310,DPT-001,Operative eco-centric hierarchy,"Owens, Brown and Cruz",2019-10-13,2022-11-02,Completed
PRJ-0311,DPT-006,Business-focused demand-driven capacity,Davis PLC,2022-05-15,2022-06-19,Completed
PRJ-0312,DPT-001,Persistent 24hour attitude,"Moore, Holder and Decker",2020-11-04,,Active
PRJ-0313,DPT-002,Mandatory mobile firmware,"Miller, Anderson and Trujillo",2021-02-16,,Active
PRJ-0314,DPT-002,Cross-platform context-sensitive benchmark,"Payne, Estes and Schwartz",2020-06-21,,On Hold
PRJ-0315,DPT-005,Advanced solution-oriented archive,Andrews-Jones,2020-08-02,2021-09-19,Completed
PRJ-0316,DPT-002,Total tertiary Graphical User Interface,"Diaz, Wells and Kim",2021-04-21,2023-10-11,Completed
PRJ-0317,DPT-004,Versatile transitional implementation,Cooper Group,2021-11-03,2022-04-12,Completed
PRJ-0318,DPT-003,Customer-focused mobile capability,"Taylor, Perez and Hester",2022-01-29,2023-07-20,Completed
PRJ-0319,DPT-002,Future-proofed bottom-line product,Peterson-Cooper,2019-06-21,,Active
PRJ-0320,DPT-007,Expanded 24hour application,Lopez and Sons,2019-02-05,,Active
PRJ-0321,DPT-002,Focused local array,Esparza-Collins,2019-11-06,,Active
PRJ-0322,DPT-005,Switchable upward-trending core,"Lloyd, Blanchard and Kelly",2018-09-20,2023-10-26,Completed
PRJ-0323,DPT-001,Secured regional knowledge user,"Manning, Hardin and Jones",2020-09-11,,Active
PRJ-0324,DPT-004,Devolved reciprocal complexity,Walton-Smith,2022-12-03,,Active
PRJ-0325,DPT-004,Extended uniform approach,Cain-Patterson,2020-03-08,,Active
PRJ-0326,DPT-007,De-engineered actuating productivity,"Hale, Wilson and Mejia",2022-03-30,,Active
PRJ-0327,DPT-004,Virtual system-worthy encryption,Williams Inc,2018-12-23,2019-03-28,Completed
PRJ-0328,DPT-001,Synergized zero administration firmware,Johnson-Hoover,2019-08-01,,Active
PRJ-0329,DPT-002,Stand-alone 6thgeneration function,"Peterson, Hughes and Butler",2021-05-29,2022-11-18,Completed
PRJ-0330,DPT-006,Cross-group 3rdgeneration customer loyalty,"Wilkinson, Howard and Kennedy",2019-07-19,2020-09-11,Completed
PRJ-0331,DPT-006,Persevering zero administration strategy,"Hall, Berry and White",2018-01-26,,On Hold
PRJ-0332,DPT-006,Down-sized global utilization,White LLC,2022-07-01,,Active
PRJ-0333,DPT-001,Quality-focused needs-based adapter,Mejia-Ortiz,2021-09-15,2023-03-23,Completed
PRJ-0334,DPT-001,Persistent methodical utilization,Edwards-Lewis,2020-12-31,2023-07-15,Completed
PRJ-0335,DPT-004,Down-sized neutral open system,Scott and Sons,2018-08-15,2020-01-13,Completed
PRJ-0336,DPT-001,Streamlined zero administration frame,Sutton-Green,2020-03-23,,Active
PRJ-0337,DPT-003,Reduced tertiary software,Avery Group,2018-04-16,,Active
PRJ-0338,DPT-004,Upgradable multimedia firmware,"Drake, Stephens and Fry",2022-09-30,2023-01-30,Completed
PRJ-0339,DPT-003,Digitized cohesive data-warehouse,"Reeves, Shelton and Walters",2020-06-18,,Active
PRJ-0340,DPT-007,Grass-roots logistical toolset,"Hogan, Herrera and Fox",2021-05-12,,Active
PRJ-0341,DPT-006,Vision-oriented regional utilization,"Collins, Arellano and Miller",2020-03-26,,Active
PRJ-0342,DPT-003,Enhanced bottom-line product,Ford-Oliver,2022-12-27,2023-02-01,Completed
PRJ-0343,DPT-005,Function-based clear-thinking implementation,"Brown, Brown and Harris",2022-12-05,,Active
PRJ-0344,DPT-004,Configurable encompassing emulation,"Anderson, Powell and Campbell",2021-05-17,,Active
PRJ-0345,DPT-002,Customizable zero administration capacity,Quinn LLC,2020-09-29,,On Hold
PRJ-0346,DPT-001,Fundamental high-level support,"Knapp, Kemp and Ramsey",2018-12-14,,Active
PRJ-0347,DPT-003,Expanded leadingedge conglomeration,Holloway Group,2021-10-03,2022-09-06,Completed
PRJ-0348,DPT-006,Centralized regional service-desk,Hoffman-Allen,2019-10-27,,Active
PRJ-0349,DPT-007,Function-based impactful open architecture,Martin-Klein,2020-12-03,2021-10-28,Completed
PRJ-0350,DPT-007,Re-contextualized bifurcated policy,Hodges Ltd,2022-12-14,2023-12-18,Completed
PRJ-0351,DPT-004,Ergonomic neutral complexity,"Donovan, Elliott and Miller",2019-10-17,2023-07-20,Completed
PRJ-0352,DPT-004,Up-sized fresh-thinking access,Young-Mason,2022-07-12,2023-11-19,Completed
PRJ-0353,DPT-003,Inverse global access,Johnson-Hicks,2020-12-10,,On Hold
PRJ-0354,DPT-003,Cross-platform systemic array,Perry-Murray,2022-04-10,,Active
PRJ-0355,DPT-002,Managed hybrid throughput,"Russell, Jones and Donovan",2021-05-05,,Active
PRJ-0356,DPT-005,Diverse systematic Local Area Network,"Thompson, Hall and Wagner",2019-01-18,,Active
PRJ-0357,DPT-006,Integrated encompassing hierarchy,Oneill-Downs,2018-09-16,,On Hold
PRJ-0358,DPT-004,Triple-buffered encompassing parallelism,"Chavez, Harris and Johnson",2020-07-08,2021-08-15,Completed
PRJ-0359,DPT-003,Networked value-added data-warehouse,Stephens LLC,2020-10-04,,Active
PRJ-0360,DPT-003,Horizontal full-range website,Davis Ltd,2019-03-19,,Active
PRJ-0361,DPT-006,Devolved asynchronous pricing structure,"Marsh, Holland and Shaw",2022-10-06,2022-12-22,Completed
PRJ-0362,DPT-003,Expanded attitude-oriented capacity,Moyer PLC,2020-02-01,,Active
PRJ-0363,DPT-004,Centralized neutral orchestration,"Williamson, Young and Osborn",2019-04-18,,Active
PRJ-0364,DPT-004,Streamlined contextually-based collaboration,"Williams, Love and Livingston",2018-08-03,,Active
PRJ-0365,DPT-001,Proactive interactive installation,"Gonzales, Wilkins and Moon",2021-06-08,,Active
PRJ-0366,DPT-004,Progressive dedicated standardization,"Moore, Martin and Zimmerman",2021-10-25,,Active
PRJ-0367,DPT-003,Implemented analyzing software,Wade PLC,2022-02-02,2023-02-15,Completed
PRJ-0368,DPT-004,Face-to-face fresh-thinking solution,Carpenter-Ortiz,2021-02-09,,Active
PRJ-0369,DPT-007,Synchronized radical hardware,"Smith, Wilson and Davis",2021-02-05,,On Hold
PRJ-0370,DPT-003,Managed content-based application,Martin and Sons,2020-02-24,,On Hold
PRJ-0371,DPT-001,Synergized dedicated Internet solution,"Green, Jordan and Walker",2018-07-11,,Active
PRJ-0372,DPT-003,Optimized methodical productivity,Sexton-Evans,2018-03-13,,Active
PRJ-0373,DPT-003,Expanded responsive array,Robertson-White,2018-08-19,2023-11-25,Completed
PRJ-0374,DPT-004,Upgradable empowering website,Farley-Fischer,2022-03-15,2022-08-02,Completed
PRJ-0375,DPT-005,Ameliorated grid-enabled hub,Hooper-Martin,2021-05-17,,Active
PRJ-0376,DPT-001,User-centric user-facing projection,"Larsen, Suarez and Bell",2018-01-03,2019-04-26,Completed
PRJ-0377,DPT-001,Networked radical forecast,Smith-Rasmussen,2019-10-10,,Active
PRJ-0378,DPT-003,Upgradable hybrid application,Moore-Galloway,2022-04-12,2022-11-16,Completed
PRJ-0379,DPT-004,Reduced object-oriented customer loyalty,"Hernandez, Daniel and Patel",2022-10-03,,Active
PRJ-0380,DPT-002,Upgradable transitional structure,Walter-Wagner,2022-06-30,,Active
PRJ-0381,DPT-006,Advanced bandwidth-monitored algorithm,Chen-Peterson,2019-07-14,,Active
PRJ-0382,DPT-006,Progressive grid-enabled forecast,Navarro-Johnson,2019-06-27,,Active
PRJ-0383,DPT-007,Switchable didactic synergy,Garcia-Scott,2018-10-25,2022-06-28,Completed
PRJ-0384,DPT-005,Focused solution-oriented intranet,Stevens and Sons,2022-03-23,2022-10-11,Completed
PRJ-0385,DPT-003,Triple-buffered client-driven algorithm,Golden Ltd,2020-12-21,2021-03-13,Completed
PRJ-0386,DPT-005,Enterprise-wide solution-oriented process improvement,Lara-Smith,2021-10-06,2022-09-23,Completed
PRJ-0387,DPT-001,Robust leadingedge leverage,"Hoffman, Kirk and Williams",2020-03-26,2022-05-23,Completed
PRJ-0388,DPT-005,Multi-layered optimal attitude,Barton-Johnson,2021-01-19,,Active
PRJ-0389,DPT-003,Fundamental composite frame,"Sherman, Mills and Schultz",2020-08-15,,Active
PRJ-0390,DPT-004,Customer-focused zero administration function,Faulkner-Green,2022-05-11,,Active
PRJ-0391,DPT-002,Versatile zero tolerance model,Freeman-Ray,2020-12-21,2021-04-20,Completed
PRJ-0392,DPT-003,Inverse tangible initiative,"Chapman, Martin and Vargas",2019-09-12,,Active
PRJ-0393,DPT-006,Persevering responsive throughput,"Johnson, Brown and Spencer",2020-05-25,,Active
PRJ-0394,DPT-004,Synergistic 24/7 function,"Woods, Powell and Young",2018-02-05,,Active
PRJ-0395,DPT-007,Vision-oriented regional solution,"Collins, Schroeder and Carlson",2020-08-04,,Active
PRJ-0396,DPT-003,Customer-focused foreground projection,"Lopez, Blevins and Mason",2019-03-07,2023-02-25,Completed
PRJ-0397,DPT-004,Multi-tiered mobile knowledgebase,Garcia-Rogers,2021-10-13,2022-12-21,Completed
PRJ-0398,DPT-002,Open-source user-facing implementation,Peters-Wilcox,2019-10-02,2022-08-29,Completed
PRJ-0399,DPT-001,Organic bandwidth-monitored implementation,Young-Jones,2018-12-19,2019-10-08,Completed
PRJ-0400,DPT-007,Open-architected multi-state hub,"Cochran, Ewing and Taylor",2018-08-09,,Active
PRJ-0401,DPT-004,Proactive bottom-line Internet solution,"Snyder, Henry and Martin",2021-06-17,2022-07-07,Completed
PRJ-0402,DPT-006,Future-proofed upward-trending support,Thompson Inc,2018-02-01,2019-02-16,Completed
PRJ-0403,DPT-001,Configurable 4thgeneration concept,"Bradshaw, Michael and Mills",2018-12-31,,Active
PRJ-0404,DPT-003,Future-proofed object-oriented secured line,Nelson Inc,2018-09-21,,On Hold
PRJ-0405,DPT-005,Cross-group user-facing capacity,Drake Ltd,2021-11-09,2023-02-26,Completed
PRJ-0406,DPT-002,Persistent empowering standardization,"Davis, Edwards and Alvarez",2021-09-17,,Active
PRJ-0407,DPT-007,Cross-platform optimizing workforce,Mercado-Lopez,2022-04-05,2022-05-18,Completed
PRJ-0408,DPT-004,Enterprise-wide user-facing architecture,Scott Ltd,2022-08-02,,Active
PRJ-0409,DPT-001,Distributed empowering time-frame,Brady-Hicks,2018-03-19,2022-06-13,Completed
PRJ-0410,DPT-003,Balanced optimal contingency,Holmes-Buchanan,2021-10-25,,Active
PRJ-0411,DPT-007,Future-proofed upward-trending core,Benson-Martin,2020-05-02,,Active
PRJ-0412,DPT-006,Enhanced systematic function,"Murray, Valentine and Hughes",2018-12-02,,Active
PRJ-0413,DPT-002,Self-enabling foreground utilization,"Carter, Sullivan and Obrien",2019-02-13,2019-02-17,Completed
PRJ-0414,DPT-007,Polarized zero-defect standardization,Armstrong and Sons,2019-02-13,,Active
PRJ-0415,DPT-005,Versatile zero-defect encoding,"Wilson, Frederick and Wong",2018-03-21,,Active
PRJ-0416,DPT-007,Profound incremental solution,Clark LLC,2020-05-09,,Active
PRJ-0417,DPT-003,Monitored discrete paradigm,Bautista-Sawyer,2018-05-26,,Active
PRJ-0418,DPT-006,Reactive context-sensitive open system,"Smith, Harris and Palmer",2020-09-27,,Active
PRJ-0419,DPT-005,Networked tangible policy,"Williams, Taylor and Turner",2018-01-06,,Active
PRJ-0420,DPT-006,Distributed local model,Barnes and Sons,2021-03-22,,Active
PRJ-0421,DPT-007,Reactive transitional focus group,"Prince, Rodriguez and Hutchinson",2020-06-30,,Active
PRJ-0422,DPT-003,Persevering radical approach,Mitchell-Nguyen,2020-12-11,2021-12-10,Completed
PRJ-0423,DPT-006,Pre-emptive scalable portal,Morales Ltd,2018-02-25,,Active
PRJ-0424,DPT-007,Virtual intermediate adapter,"Townsend, Shields and Wright",2022-05-28,,Active
PRJ-0425,DPT-004,Digitized 24/7 software,Smith Ltd,2019-06-20,2023-06-27,Completed
PRJ-0426,DPT-001,Public-key 24/7 instruction set,"Olson, Sparks and Taylor",2020-04-12,2022-01-27,Completed
PRJ-0427,DPT-001,Intuitive responsive functionalities,Smith and Sons,2019-04-09,,Active
PRJ-0428,DPT-003,Enterprise-wide composite capability,Palmer Inc,2021-05-23,,Active
PRJ-0429,DPT-003,Secured 3rdgeneration database,Weiss-Fuentes,2019-06-27,,On Hold
PRJ-0430,DPT-004,Universal coherent emulation,Simpson and Sons,2020-08-05,,Active
PRJ-0431,DPT-003,Fundamental client-driven flexibility,Roach Group,2018-06-29,,Active
PRJ-0432,DPT-002,Programmable didactic open architecture,"Villa, Contreras and King",2022-08-15,,On Hold
PRJ-0433,DPT-002,Reduced secondary policy,Weaver-Caldwell,2019-05-25,2021-03-21,Completed
PRJ-0434,DPT-001,Synergized content-based capacity,Shaw Ltd,2020-07-24,2022-05-15,Completed
PRJ-0435,DPT-003,Versatile hybrid capability,"Silva, Wallace and Williams",2018-10-19,,Active
PRJ-0436,DPT-006,Visionary multimedia initiative,Thomas Inc,2020-01-16,,Active
PRJ-0437,DPT-003,Stand-alone discrete knowledge user,"Stewart, Landry and Foley",2018-09-08,,Active
PRJ-0438,DPT-003,Vision-oriented empowering hardware,"Howard, Turner and Griffin",2019-04-25,,Active
PRJ-0439,DPT-004,Polarized 4thgeneration structure,Marks PLC,2022-03-10,,Active
PRJ-0440,DPT-002,Fundamental zero administration extranet,Kerr Ltd,2020-12-02,2023-07-12,Completed
PRJ-0441,DPT-007,Synergized local customer loyalty,Robinson LLC,2022-05-20,2023-02-27,Completed
PRJ-0442,DPT-005,Stand-alone actuating moderator,Logan Group,2020-04-15,,Active
PRJ-0443,DPT-004,Face-to-face client-server superstructure,Walton Inc,2021-05-28,,Active
PRJ-0444,DPT-001,Switchable 24hour project,"Wright, Fowler and Gibson",2020-01-26,,On Hold
PRJ-0445,DPT-006,Optional value-added secured line,Webb-Cox,2022-04-27,,Active
PRJ-0446,DPT-006,Multi-channeled optimal model,Conway-Friedman,2020-09-12,2022-09-08,Completed
PRJ-0447,DPT-001,Focused directional emulation,Forbes-Mason,2022-03-30,2023-11-14,Completed
PRJ-0448,DPT-007,Reverse-engineered 5thgeneration contingency,Ferguson Ltd,2020-06-23,,Active
PRJ-0449,DPT-007,Synergistic analyzing Graphic Interface,Wheeler-Roberts,2021-11-25,,Active
PRJ-0450,DPT-005,Multi-tiered well-modulated benchmark,"Jackson, Crosby and Mercado",2019-01-08,,On Hold
PRJ-0451,DPT-004,Distributed value-added service-desk,Murray Ltd,2021-05-30,2022-01-25,Completed
PRJ-0452,DPT-006,Grass-roots needs-based alliance,"Salinas, Gomez and Moore",2019-02-17,,Active
PRJ-0453,DPT-005,Versatile logistical Graphic Interface,Wilson-Cole,2020-02-02,,Active
PRJ-0454,DPT-007,Organized coherent application,Alvarez Ltd,2018-03-12,,Active
PRJ-0455,DPT-002,Cloned bifurcated knowledge user,Little-Cook,2021-05-01,,On Hold
PRJ-0456,DPT-007,Persevering logistical frame,Wright-Rodriguez,2021-07-24,,Active
PRJ-0457,DPT-004,Persevering transitional framework,Green-Jacobs,2022-04-28,,On Hold
PRJ-0458,DPT-005,Re-contextualized 6thgeneration toolset,"Henry, Martinez and Ross",2022-03-08,,Active
PRJ-0459,DPT-004,Programmable user-facing structure,"Williams, Smith and Martin",2020-06-08,,On Hold
PRJ-0460,DPT-004,Versatile object-oriented challenge,Craig Ltd,2018-01-07,,Active
PRJ-0461,DPT-006,Advanced next generation data-warehouse,Turner PLC,2022-01-30,,Active
PRJ-0462,DPT-006,Decentralized zero-defect functionalities,"Edwards, Cohen and Riddle",2019-09-01,2021-04-26,Completed
PRJ-0463,DPT-005,Centralized zero-defect emulation,"Hahn, Boyle and Lee",2021-02-20,,Active
PRJ-0464,DPT-002,Future-proofed demand-driven benchmark,Alexander and Sons,2018-12-06,,On Hold
PRJ-0465,DPT-001,Distributed transitional orchestration,Flynn-Johnson,2020-04-20,,Active
PRJ-0466,DPT-002,Reactive multimedia product,"Gardner, Wise and Weaver",2021-02-07,,Active
PRJ-0467,DPT-003,Re-contextualized non-volatile Local Area Network,Taylor and Sons,2022-12-18,,Active
PRJ-0468,DPT-006,Devolved mission-critical moderator,Howell and Sons,2022-06-10,,On Hold
PRJ-0469,DPT-004,Front-line tangible protocol,"Anthony, Foster and Sawyer",2018-10-20,,On Hold
PRJ-0470,DPT-002,Self-enabling 5thgeneration instruction set,Johnson Group,2021-11-30,,On Hold
PRJ-0471,DPT-005,Realigned intangible customer loyalty,Tate PLC,2018-07-17,,Active
PRJ-0472,DPT-007,Networked optimal architecture,"Webster, Gardner and Castillo",2021-12-24,2023-05-12,Completed
PRJ-0473,DPT-003,Multi-tiered tangible pricing structure,"Brady, Bradford and Fuentes",2020-04-26,,On Hold
PRJ-0474,DPT-005,Grass-roots optimizing architecture,Gardner Inc,2018-05-12,2019-04-05,Completed
PRJ-0475,DPT-002,Mandatory empowering secured line,Alexander and Sons,2020-09-30,,Active
PRJ-0476,DPT-006,Managed logistical emulation,Doyle PLC,2018-05-25,,Active
PRJ-0477,DPT-003,Progressive modular challenge,Gordon-Thompson,2019-11-28,,Active
PRJ-0478,DPT-006,Ameliorated clear-thinking complexity,"Dennis, Pennington and Middleton",2019-07-13,,Active
PRJ-0479,DPT-006,Pre-emptive system-worthy hub,Wilson LLC,2019-06-07,,Active
PRJ-0480,DPT-007,Pre-emptive zero-defect superstructure,"Thomas, Jones and Martinez",2020-04-07,,Active
PRJ-0481,DPT-001,Face-to-face executive architecture,"Hughes, Rubio and Hall",2019-05-09,2022-11-27,Completed
PRJ-0482,DPT-007,Persistent leadingedge system engine,Norton-Gonzales,2021-12-16,2022-11-23,Completed
PRJ-0483,DPT-005,Persistent bifurcated projection,"Hicks, Hill and Johnson",2019-08-10,,On Hold
PRJ-0484,DPT-007,Total exuding infrastructure,"Rivera, Escobar and Mitchell",2018-07-09,,Active
PRJ-0485,DPT-006,Seamless homogeneous utilization,"Hall, Vazquez and Ferguson",2021-09-18,,On Hold
